            Scotophilus|Nyctalus_le|Eptesicus_d|Vespertilio|Eptesicus_f|Eptesicus_n|Eptesicus_s|Lasiurus_sp|Myotis_albe|Myotis_blyt|Myotis_blyt|Myotis_blyt|Myotis_bech|Myotis_bran|Myotis_capa|Myotis_dasy|Myotis_daub|Myotis_domi|Myotis_emar|Myotis_hass|Myotis_hors|Myotis_keay|Myotis_levi|Myotis_macr|Myotis_mont|Myotis_muri|Myotis_myst|Myotis_natt|Myotis_oxyo|Myotis_rube|Myotis_thys|Myotis_vola|Myotis_welw|Myotis_yuma|Murina_leuc|Miniopterus|Vespertilio|Pipistrellu|Miniopterus|Pipistrellu|Pipistrellu|Pipistrellu|Pipistrellu|Myotis_evot|Myotis_form|Myotis_sica|Myotis_tric|Myotis_tric|Myotis_welw|Myotis_alca|Myotis_anne|Myotis_muri|Myotis_scot|Myotis_macr|Myotis_macr|Myotis_lesu|Myotis_seab|Eptesicus_h|Laephotis_w|Eptesicus_c|Eptesicus_c|Nyctalus_no|Pipistrellu|Kerivoula_c|Kerivoula_c|Harpiocepha|Murina_cf_c|Murina_cf_c|Murina_cf_c|Miniopterus|Miniopterus|Miniopterus|Laephotis_w|Murina_cycl|Kerivoula_p|
Myotis_blyt|0.26327024  0.23359876  0.20919565  0.22283708  0.21576155  0.20917679  0.20643017  0.29883565  0.17535063  0.05761515  0           0.11910866  0.15941529  0.16691765  0.16378688  0.17354509  0.14952557  0.17243644  0.15275601  0.15615323  0.17465538  0.16691765  0.19690643  0.17022405  0.17346655  0.16269159  0.16143918  0.12673751  0.18486906  0.16691765  0.16581875  0.16066364  0.18225937  0.18059101  0.21576155  0.26299265  0.24814068  0.2134178   0.26926884  0.22283708  0.24814068  0.24161582  0.25041323  0.1581712   0.19037452  0.16581875  0.16472146  0.16362577  0.18135185  0.17911304  0.18924073  0.18135185  0.16602905  0.17576731  0.16472146  0.23237616  0.2456937   0.2290205   0.22425291  0.23117712  0.23237616  0.24479744  0.22878477  0.21246485  0.19264724  0.21576155  0.21324948  0.20759027  0.22283708  0.25182619  0.27432788  0.27942128  0.23117712  0.20453702  0.19835938  
Myotis_blyt|0.24884745  0.23065845  0.21568682  0.21510337  0.19547932  0.21554171  0.21627387  0.2887822   0.16708238  0.10338517  0.11910866  0           0.16439778  0.16205381  0.15786179  0.16972091  0.15987753  0.16205381  0.15770755  0.16330449  0.18529433  0.1544643   0.18943543  0.17858037  0.18867498  0.16221278  0.15554382  0.13396608  0.17304078  0.16423642  0.15554382  0.15476607  0.18622167  0.17559313  0.22808049  0.26967289  0.25472843  0.20811845  0.26967289  0.21510337  0.25103839  0.24086004  0.25828061  0.16096488  0.1943408   0.15879175  0.16096488  0.16096488  0.19093557  0.16642541  0.19890529  0.15770755  0.17664347  0.16533012  0.17858037  0.21979639  0.23165903  0.24032463  0.24762396  0.23525472  0.23165903  0.24276738  0.23046429  0.19796043  0.18754574  0.21276783  0.22087193  0.22097424  0.23285568  0.2498124   0.2709318   0.26967289  0.25226639  0.21192523  0.19093557  
Myotis_bech|0.25252994  0.24671505  0.22774011  0.25226639  0.22333552  0.22379327  0.22097424  0.29007363  0.17594184  0.15879175  0.15941529  0.16439778  0           0.18081168  0.17430982  0.1686208   0.1207152   0.15016167  0.1675223   0.16878697  0.1774672   0.16423642  0.17587574  0.16642541  0.18302097  0.19112667  0.17858037  0.16082179  0.16635922  0.17303095  0.1675223   0.17448243  0.19075683  0.16346497  0.2092781   0.24858841  0.24858841  0.22333552  0.25596249  0.23165903  0.26091914  0.26312971  0.25085787  0.16642541  0.21510337  0.15123501  0.18867398  0.18192984  0.18754574  0.1774672   0.19661957  0.18529433  0.18000796  0.16314432  0.16205381  0.22927144  0.23886774  0.24518295  0.25252994  0.22333552  0.22689143  0.2591477   0.25226639  0.21884345  0.18304966  0.21744621  0.22684092  0.18980392  0.21043954  0.25596249  0.2634098   0.2634098   0.25719859  0.19178979  0.19661957  
Myotis_bran|0.24007595  0.22312856  0.22025528  0.22428939  0.21839776  0.21298404  0.21255206  0.29624536  0.14204154  0.1575536   0.16691765  0.16205381  0.18081168  0           0.18754574  0.1795171   0.17618129  0.14680843  0.16189515  0.1686208   0.19187693  0.12163124  0.15257077  0.18398806  0.17166897  0.18867398  0.18735885  0.17277844  0.14007599  0.14894519  0.1425531   0.13332191  0.18603545  0.13542422  0.20906638  0.25940476  0.2326162   0.20559683  0.23982779  0.2326162   0.23862103  0.24060917  0.259252    0.1425531   0.19870551  0.16735766  0.19301072  0.18848582  0.18961449  0.18961449  0.20214325  0.18510997  0.18659522  0.18286782  0.17840352  0.21722497  0.22074886  0.23285568  0.22570425  0.2326162   0.22428939  0.2338457   0.24224715  0.20005076  0.17286026  0.21255206  0.22900463  0.19187693  0.19984967  0.24467433  0.24589088  0.24103649  0.23022766  0.19655709  0.18286782  
Myotis_capa|0.25499503  0.25298337  0.23629418  0.25596249  0.21627387  0.21789005  0.22215395  0.29526172  0.18603545  0.15554382  0.16378688  0.15786179  0.17430982  0.18754574  0           0.17192598  0.17303095  0.19890529  0.17192598  0.15786179  0.18192984  0.18192984  0.207905    0.16423642  0.18754076  0.1765304   0.17858037  0.1751763   0.1909617   0.17082263  0.17192598  0.170056    0.20106234  0.19359174  0.2092781   0.26216344  0.2634098   0.24007595  0.26590876  0.23886774  0.24858841  0.24304819  0.2542933   0.17192598  0.21510337  0.18641919  0.18867398  0.18529433  0.20580453  0.20119799  0.19547932  0.20349772  0.19133321  0.17082263  0.16205381  0.23766146  0.24249824  0.25746823  0.23429566  0.23645713  0.23525472  0.2502831   0.2498124   0.22002084  0.19206893  0.21043954  0.22924188  0.19776156  0.20811845  0.2461464   0.25719859  0.2498124   0.23766146  0.20684046  0.21862038  
Myotis_dasy|0.25226639  0.23777508  0.21785527  0.2495524   0.22074886  0.22120009  0.22074886  0.27190505  0.18247376  0.17507265  0.17354509  0.16972091  0.1686208   0.1795171   0.17192598  0           0.18510997  0.16516788  0.14467775  0.16642541  0.16516788  0.16735766  0.19726008  0.16845496  0.16945495  0.18529433  0.1795171   0.16945495  0.18299199  0.18174925  0.1717565   0.18323186  0.17929131  0.18886252  0.22903624  0.2471094   0.25569494  0.23862103  0.2495524   0.23142098  0.2471094   0.26034715  0.27432788  0.18174925  0.19870551  0.19074486  0.17729158  0.17618129  0.17618129  0.1795171   0.19074486  0.18286782  0.16757854  0.17286026  0.16955386  0.24103649  0.24345976  0.23165903  0.24858841  0.23621333  0.23501236  0.24625294  0.23501236  0.20465024  0.19756309  0.22310735  0.22541038  0.20906638  0.21371756  0.25569494  0.2643799   0.25692951  0.25323188  0.20914656  0.21488487  
Myotis_daub|0.2534964   0.24645286  0.22507844  0.24103649  0.21255206  0.22356416  0.21957239  0.29754857  0.16801817  0.15539222  0.14952557  0.15987753  0.1207152   0.17618129  0.17303095  0.18510997  0           0.1608074   0.17065437  0.16314432  0.18286782  0.16298447  0.18131415  0.16955386  0.18059101  0.18754574  0.1717565   0.17611673  0.17398625  0.16626197  0.15216177  0.16439778  0.18603545  0.18099138  0.21138836  0.26313302  0.24345976  0.21022647  0.25940476  0.22310735  0.26064545  0.25785131  0.26174369  0.1575536   0.17729158  0.16189515  0.16626197  0.16516788  0.18063235  0.17396564  0.19870551  0.19528345  0.18433278  0.16955386  0.16626197  0.23621333  0.24224715  0.26967289  0.22927144  0.21488487  0.22192718  0.24375501  0.2471094   0.2092781   0.1964224   0.21022647  0.22302374  0.19187693  0.21722497  0.25077689  0.24832991  0.24467433  0.23381332  0.18786854  0.19528345  
Myotis_domi|0.2461464   0.24024421  0.22025528  0.22192718  0.21839776  0.22831477  0.22428939  0.28847327  0.12002738  0.16845496  0.17243644  0.16205381  0.15016167  0.14680843  0.19890529  0.16516788  0.1608074   0           0.1795171   0.18867398  0.20099559  0.12888769  0.13541491  0.1795171   0.18622167  0.193204    0.17840352  0.18396433  0.12420238  0.13621504  0.15647213  0.15677798  0.19855946  0.09147432  0.21722497  0.26562886  0.23621333  0.2326162   0.2618882   0.22428939  0.23741621  0.23575478  0.259252    0.15216177  0.20444387  0.1608074   0.18623357  0.1795171   0.20329268  0.17618129  0.19414623  0.19528345  0.17982826  0.18510997  0.17618129  0.23501236  0.24103649  0.25843672  0.23525472  0.22192718  0.21371756  0.23631078  0.25077689  0.20005076  0.18961449  0.21839776  0.199566    0.19187693  0.20329268  0.24832991  0.25569494  0.25077689  0.23982779  0.18786854  0.19187693  
Myotis_emar|0.24007595  0.22919655  0.20951524  0.24467433  0.19984967  0.21532232  0.21488487  0.26938827  0.15708503  0.1575536   0.15275601  0.15770755  0.1675223   0.16189515  0.17192598  0.14467775  0.17065437  0.1795171   0           0.1752458   0.16735766  0.16407538  0.18244197  0.18510997  0.1772328   0.18417115  0.17396564  0.16394832  0.16952361  0.16735766  0.1717565   0.18660518  0.14752314  0.17541929  0.21839776  0.24224715  0.23862103  0.23142098  0.24467433  0.23142098  0.2618882   0.24182769  0.2542933   0.17618129  0.16845496  0.17729158  0.12369736  0.1195708   0.14680843  0.18623357  0.19187693  0.17840352  0.13093332  0.1795171   0.17507265  0.22428939  0.23142098  0.21043954  0.22451895  0.23741621  0.23142098  0.2313887   0.22547329  0.20119799  0.19414623  0.23142098  0.22780463  0.20214325  0.21957239  0.25569494  0.25569494  0.25692951  0.22903624  0.20914656  0.19756309  
Myotis_hass|0.25376147  0.23065845  0.22652603  0.22333552  0.22215395  0.20737995  0.20811845  0.27853001  0.1826558   0.16642541  0.15615323  0.16330449  0.16878697  0.1686208   0.15786179  0.16642541  0.16314432  0.18867398  0.1752458   0           0.13109958  0.18304966  0.19057655  0.11149062  0.17740927  0.16658916  0.15123501  0.15428818  0.17752845  0.18641919  0.1566249   0.16346497  0.18059101  0.18341443  0.19661957  0.2634098   0.24128612  0.22097424  0.26465824  0.23165903  0.2498124   0.23964201  0.25456006  0.16314432  0.18417115  0.18529433  0.17858037  0.17413756  0.18304966  0.1752458   0.19776156  0.17635567  0.17218083  0.10338517  0.11660137  0.22451895  0.23405424  0.23429566  0.23309566  0.23285568  0.23046429  0.22918117  0.23525472  0.20601265  0.18417115  0.21043954  0.2009255   0.19547932  0.2069606   0.26216344  0.27725829  0.26465824  0.23525472  0.19303254  0.20234698  
Myotis_hors|0.26091914  0.24024421  0.21905432  0.24224715  0.22665906  0.21298404  0.20906638  0.28976303  0.18247376  0.17729158  0.17465538  0.18529433  0.1774672   0.19187693  0.18192984  0.16516788  0.18286782  0.20099559  0.16735766  0.13109958  0           0.18735885  0.19726008  0.13097392  0.16614612  0.1675223   0.16955386  0.16394832  0.1784756   0.20099559  0.19187693  0.18547905  0.20896426  0.187733    0.21605401  0.2471094   0.2544624   0.23381332  0.25077689  0.23621333  0.24832991  0.23333932  0.25059568  0.18961449  0.18735885  0.1964224   0.17840352  0.17840352  0.20214325  0.17396564  0.19756309  0.18735885  0.17758611  0.14149303  0.13097392  0.23621333  0.23982779  0.23886774  0.2461464   0.24224715  0.23862103  0.24375501  0.23142098  0.21627387  0.1964224   0.22310735  0.21945796  0.22074886  0.22547329  0.2495524   0.25816611  0.25692951  0.2495524   0.22324352  0.20559683  
Myotis_keay|0.25103839  0.24770078  0.21307819  0.23022766  0.21255206  0.20485703  0.21022647  0.30673504  0.13252767  0.15647213  0.16691765  0.1544643   0.16423642  0.12163124  0.18192984  0.16735766  0.16298447  0.12888769  0.16407538  0.18304966  0.18735885  0           0.13860188  0.1795171   0.17611673  0.18529433  0.18286782  0.16835038  0.1284026   0.11444433  0.15108805  0.13753245  0.18829705  0.13227296  0.20675156  0.2668799   0.23501236  0.21957239  0.24467433  0.22192718  0.23621333  0.23575478  0.26049681  0.15216177  0.19528345  0.1608074   0.1795171   0.17507265  0.18398806  0.19528345  0.18735885  0.18174925  0.17535063  0.19414623  0.17507265  0.22310735  0.23501236  0.23405424  0.22215395  0.21605401  0.21022647  0.23631078  0.23142098  0.19093557  0.19414623  0.20214325  0.20652661  0.18848582  0.21022647  0.25323188  0.25323188  0.25323188  0.22665906  0.19780657  0.20329268  
Myotis_levi|0.26747458  0.24657937  0.2336032   0.2326162   0.22421611  0.23068445  0.23141041  0.31681667  0.10876163  0.17906359  0.19690643  0.18943543  0.17587574  0.15257077  0.207905    0.19726008  0.18131415  0.13541491  0.18244197  0.19057655  0.19726008  0.13860188  0           0.20536201  0.18905747  0.22444762  0.17346655  0.20662409  0.06131547  0.17012826  0.15692176  0.15504789  0.2017452   0.11887067  0.22183326  0.27353543  0.22900463  0.24355642  0.26592759  0.2350336   0.24723892  0.24756523  0.25823866  0.15910676  0.19726008  0.19726008  0.19610978  0.18470271  0.20303823  0.20886124  0.21827313  0.19841216  0.20003339  0.21237687  0.199566    0.24600941  0.25590238  0.25866944  0.2328578   0.24111143  0.23382393  0.23137755  0.2546586   0.19515846  0.1926694   0.22183326  0.23139965  0.20536201  0.22302374  0.26215242  0.26845497  0.26215242  0.23745883  0.20892248  0.19381444  
Myotis_macr|0.24371232  0.25397172  0.24097146  0.26313302  0.22310735  0.21649419  0.21488487  0.26562886  0.19037452  0.15323704  0.17022405  0.17858037  0.16642541  0.18398806  0.16423642  0.16845496  0.16955386  0.1795171   0.18510997  0.11149062  0.13097392  0.1795171   0.20536201  0           0.16614612  0.17082263  0.16516788  0.16175693  0.18753573  0.19414623  0.17840352  0.17987364  0.19970845  0.19112667  0.20099559  0.26313302  0.2706456   0.23862103  0.25077689  0.24589088  0.24832991  0.25041323  0.27432788  0.17840352  0.19528345  0.18286782  0.17618129  0.17618129  0.19756309  0.17507265  0.1964224   0.18623357  0.17423539  0.11444433  0.01865105  0.22428939  0.22310735  0.25843672  0.24736641  0.24589088  0.24103649  0.24250917  0.24589088  0.2092781   0.18961449  0.22192718  0.23141041  0.20675156  0.20906638  0.25200338  0.26938827  0.25940476  0.25200338  0.20408539  0.19528345  
Myotis_mont|0.24891986  0.24302615  0.2326162   0.2425421   0.21385334  0.22137734  0.22210814  0.29816995  0.17458262  0.16175693  0.17346655  0.18867498  0.18302097  0.17166897  0.18754076  0.16945495  0.18059101  0.18622167  0.1772328   0.17740927  0.16614612  0.17611673  0.18905747  0.16614612  0           0.18302097  0.19189492  0.16492367  0.18391612  0.17946994  0.18735289  0.17870634  0.18943543  0.17312181  0.21974034  0.26104633  0.23526638  0.23045481  0.26605888  0.21974034  0.24376161  0.21917369  0.23745883  0.1772328   0.1828382   0.18059101  0.18396433  0.18396433  0.18171377  0.19991026  0.1828382   0.17500231  0.1946005   0.18059101  0.16724744  0.2425421   0.2425421   0.24035882  0.23671951  0.23889542  0.23406059  0.21697026  0.21974034  0.21878323  0.21502705  0.21385334  0.24017601  0.18171377  0.22806056  0.27110515  0.27364108  0.27237205  0.2425421   0.2003809   0.22329485  
Myotis_muri|0.26493718  0.25803602  0.22168925  0.2498124   0.21744621  0.22854952  0.23405424  0.30442814  0.1871654   0.16096488  0.16269159  0.16221278  0.19112667  0.18867398  0.1765304   0.18529433  0.18754574  0.193204    0.18417115  0.16658916  0.1675223   0.18529433  0.22444762  0.17082263  0.18302097  0           0.17635567  0.16520938  0.20854359  0.18754574  0.18417115  0.19245408  0.19646462  0.19245408  0.21979639  0.2709318   0.25843672  0.23285568  0.27598871  0.24128612  0.2596769   0.25315036  0.23985971  0.18304966  0.2092781   0.1943408   0.19093557  0.18417115  0.19547932  0.18754574  0.20234698  0.19661957  0.19706061  0.16642541  0.16423642  0.26091914  0.273456    0.25007294  0.23790722  0.24492837  0.24736641  0.2578749   0.25103839  0.21415227  0.21393469  0.22097424  0.23044525  0.20580453  0.23525472  0.2709318   0.2887822   0.28235818  0.24128612  0.20304939  0.21862038  
Myotis_myst|0.2634098   0.23900863  0.22750171  0.24103649  0.21138836  0.22950714  0.23022766  0.30016181  0.17132943  0.16516788  0.16143918  0.15554382  0.17858037  0.18735885  0.17858037  0.1795171   0.1717565   0.17840352  0.17396564  0.15123501  0.16955386  0.18286782  0.17346655  0.16516788  0.19189492  0.17635567  0           0.16945495  0.16508737  0.20329268  0.1717565   0.17541929  0.18943041  0.17320199  0.20559683  0.28205749  0.24467433  0.22192718  0.27950646  0.21371756  0.23142098  0.23575478  0.25182619  0.18063235  0.19301072  0.17396564  0.15431386  0.15323704  0.18623357  0.16298447  0.20329268  0.16735766  0.17982826  0.17286026  0.1575536   0.23381332  0.24224715  0.24858841  0.22808049  0.22192718  0.21957239  0.22649871  0.23621333  0.17858037  0.18961449  0.22428939  0.21945796  0.22074886  0.21022647  0.25692951  0.26938827  0.25816611  0.2326162   0.21424212  0.19756309  
Myotis_natt|0.25261901  0.21441142  0.21201716  0.24132457  0.21738     0.23093161  0.23045481  0.28516008  0.17458262  0.12545091  0.12673751  0.13396608  0.16082179  0.17277844  0.1751763   0.16945495  0.17611673  0.18396433  0.16394832  0.15428818  0.16394832  0.16835038  0.20662409  0.16175693  0.16492367  0.16520938  0.16945495  0           0.18638605  0.16835038  0.15197419  0.16098026  0.19745996  0.18320411  0.21738     0.25358976  0.23406059  0.20337181  0.26605888  0.21855924  0.23526638  0.24581087  0.24478191  0.15305488  0.20452921  0.18396433  0.17277844  0.17056114  0.19303474  0.17611673  0.19189492  0.1828382   0.17752845  0.15739329  0.15089505  0.24498311  0.25235418  0.24035882  0.24279488  0.23647411  0.23165481  0.2316287   0.23165481  0.22352445  0.19875995  0.21502705  0.21250647  0.21974034  0.22329485  0.25606706  0.2648026   0.26104633  0.2498891   0.21697026  0.2068494   
